,0
1576,px_394_face
1577,py_394_face
1578,dx_394_face
1579,dy_394_face
1580,px_395_face
1581,py_395_face
1582,dx_395_face
1583,dy_395_face
1584,px_396_face
1585,py_396_face
1586,dx_396_face
1587,dy_396_face
1588,px_397_face
1589,py_397_face
1590,dx_397_face
1591,dy_397_face
1592,px_398_face
1593,py_398_face
1594,dx_398_face
1595,dy_398_face
1596,px_399_face
1597,py_399_face
1598,dx_399_face
1599,dy_399_face
1600,px_400_face
1601,py_400_face
1602,dx_400_face
1603,dy_400_face
1604,px_401_face
1605,py_401_face
1606,dx_401_face
1607,dy_401_face
1608,px_402_face
1609,py_402_face
1610,dx_402_face
1611,dy_402_face
1612,px_403_face
1613,py_403_face
1614,dx_403_face
1615,dy_403_face
1616,px_404_face
1617,py_404_face
1618,dx_404_face
1619,dy_404_face
1620,px_405_face
1621,py_405_face
1622,dx_405_face
1623,dy_405_face
1624,px_406_face
1625,py_406_face
1626,dx_406_face
1627,dy_406_face
1628,px_407_face
1629,py_407_face
1630,dx_407_face
1631,dy_407_face
1632,px_408_face
1633,py_408_face
1634,dx_408_face
1635,dy_408_face
1636,px_409_face
1637,py_409_face
1638,dx_409_face
1639,dy_409_face
1640,px_410_face
1641,py_410_face
1642,dx_410_face
1643,dy_410_face
1644,px_411_face
1645,py_411_face
1646,dx_411_face
1647,dy_411_face
1648,px_412_face
1649,py_412_face
1650,dx_412_face
1651,dy_412_face
1652,px_413_face
1653,py_413_face
1654,dx_413_face
1655,dy_413_face
1656,px_414_face
1657,py_414_face
1658,dx_414_face
1659,dy_414_face
1660,px_415_face
1661,py_415_face
1662,dx_415_face
1663,dy_415_face
1664,px_416_face
1665,py_416_face
1666,dx_416_face
1667,dy_416_face
1668,px_417_face
1669,py_417_face
1670,dx_417_face
1671,dy_417_face
1672,px_418_face
1673,py_418_face
1674,dx_418_face
1675,dy_418_face
1676,px_419_face
1677,py_419_face
1678,dx_419_face
1679,dy_419_face
1680,px_420_face
1681,py_420_face
1682,dx_420_face
1683,dy_420_face
1684,px_421_face
1685,py_421_face
1686,dx_421_face
1687,dy_421_face
1688,px_422_face
1689,py_422_face
1690,dx_422_face
1691,dy_422_face
1692,px_423_face
1693,py_423_face
1694,dx_423_face
1695,dy_423_face
1696,px_424_face
1697,py_424_face
1698,dx_424_face
1699,dy_424_face
1700,px_425_face
1701,py_425_face
1702,dx_425_face
1703,dy_425_face
1704,px_426_face
1705,py_426_face
1706,dx_426_face
1707,dy_426_face
1708,px_427_face
1709,py_427_face
1710,dx_427_face
1711,dy_427_face
1712,px_428_face
1713,py_428_face
1714,dx_428_face
1715,dy_428_face
1716,px_429_face
1717,py_429_face
1718,dx_429_face
1719,dy_429_face
1720,px_430_face
1721,py_430_face
1722,dx_430_face
1723,dy_430_face
1724,px_431_face
1725,py_431_face
1726,dx_431_face
1727,dy_431_face
1728,px_432_face
1729,py_432_face
1730,dx_432_face
1731,dy_432_face
1732,px_433_face
1733,py_433_face
1734,dx_433_face
1735,dy_433_face
1736,px_434_face
1737,py_434_face
1738,dx_434_face
1739,dy_434_face
1740,px_435_face
1741,py_435_face
1742,dx_435_face
1743,dy_435_face
1744,px_436_face
1745,py_436_face
1746,dx_436_face
1747,dy_436_face
1748,px_437_face
1749,py_437_face
1750,dx_437_face
1751,dy_437_face
1752,px_438_face
1753,py_438_face
1754,dx_438_face
1755,dy_438_face
1756,px_439_face
1757,py_439_face
1758,dx_439_face
1759,dy_439_face
1760,px_440_face
1761,py_440_face
1762,dx_440_face
1763,dy_440_face
1764,px_441_face
1765,py_441_face
1766,dx_441_face
1767,dy_441_face
1768,px_442_face
1769,py_442_face
1770,dx_442_face
1771,dy_442_face
1772,px_443_face
1773,py_443_face
1774,dx_443_face
1775,dy_443_face
1776,px_444_face
1777,py_444_face
1778,dx_444_face
1779,dy_444_face
1780,px_445_face
1781,py_445_face
1782,dx_445_face
1783,dy_445_face
1784,px_446_face
1785,py_446_face
1786,dx_446_face
1787,dy_446_face
1788,px_447_face
1789,py_447_face
1790,dx_447_face
1791,dy_447_face
1792,px_448_face
1793,py_448_face
1794,dx_448_face
1795,dy_448_face
1796,px_449_face
1797,py_449_face
1798,dx_449_face
1799,dy_449_face
1800,px_450_face
1801,py_450_face
1802,dx_450_face
1803,dy_450_face
1804,px_451_face
1805,py_451_face
1806,dx_451_face
1807,dy_451_face
1808,px_452_face
1809,py_452_face
1810,dx_452_face
1811,dy_452_face
1812,px_453_face
1813,py_453_face
1814,dx_453_face
1815,dy_453_face
1816,px_454_face
1817,py_454_face
1818,dx_454_face
1819,dy_454_face
1820,px_455_face
1821,py_455_face
1822,dx_455_face
1823,dy_455_face
1824,px_456_face
1825,py_456_face
1826,dx_456_face
1827,dy_456_face
1828,px_457_face
1829,py_457_face
1830,dx_457_face
1831,dy_457_face
1832,px_458_face
1833,py_458_face
1834,dx_458_face
1835,dy_458_face
1836,px_459_face
1837,py_459_face
1838,dx_459_face
1839,dy_459_face
1840,px_460_face
1841,py_460_face
1842,dx_460_face
1843,dy_460_face
1844,px_461_face
1845,py_461_face
1846,dx_461_face
1847,dy_461_face
1848,px_462_face
1849,py_462_face
1850,dx_462_face
1851,dy_462_face
1852,px_463_face
1853,py_463_face
1854,dx_463_face
1855,dy_463_face
1856,px_464_face
1857,py_464_face
1858,dx_464_face
1859,dy_464_face
1860,px_465_face
1861,py_465_face
1862,dx_465_face
1863,dy_465_face
1864,px_466_face
1865,py_466_face
1866,dx_466_face
1867,dy_466_face
1868,px_467_face
1869,py_467_face
1870,dx_467_face
1871,dy_467_face
1872,px_0_left_hand
1873,py_0_left_hand
1874,dx_0_left_hand
1875,dy_0_left_hand
1876,px_1_left_hand
1877,py_1_left_hand
1878,dx_1_left_hand
1879,dy_1_left_hand
1880,px_2_left_hand
1881,py_2_left_hand
1882,dx_2_left_hand
1883,dy_2_left_hand
1884,px_3_left_hand
1885,py_3_left_hand
1886,dx_3_left_hand
1887,dy_3_left_hand
1888,px_4_left_hand
1889,py_4_left_hand
1890,dx_4_left_hand
1891,dy_4_left_hand
1892,px_5_left_hand
1893,py_5_left_hand
1894,dx_5_left_hand
1895,dy_5_left_hand
1896,px_6_left_hand
1897,py_6_left_hand
1898,dx_6_left_hand
1899,dy_6_left_hand
1900,px_7_left_hand
1901,py_7_left_hand
1902,dx_7_left_hand
1903,dy_7_left_hand
1904,px_8_left_hand
1905,py_8_left_hand
1906,dx_8_left_hand
1907,dy_8_left_hand
1908,px_9_left_hand
1909,py_9_left_hand
1910,dx_9_left_hand
1911,dy_9_left_hand
1912,px_10_left_hand
1913,py_10_left_hand
1914,dx_10_left_hand
1915,dy_10_left_hand
1916,px_11_left_hand
1917,py_11_left_hand
1918,dx_11_left_hand
1919,dy_11_left_hand
1920,px_12_left_hand
1921,py_12_left_hand
1922,dx_12_left_hand
1923,dy_12_left_hand
1924,px_13_left_hand
1925,py_13_left_hand
1926,dx_13_left_hand
1927,dy_13_left_hand
1928,px_14_left_hand
1929,py_14_left_hand
1930,dx_14_left_hand
1931,dy_14_left_hand
1932,px_15_left_hand
1933,py_15_left_hand
1934,dx_15_left_hand
1935,dy_15_left_hand
1936,px_16_left_hand
1937,py_16_left_hand
1938,dx_16_left_hand
1939,dy_16_left_hand
1940,px_17_left_hand
1941,py_17_left_hand
1942,dx_17_left_hand
1943,dy_17_left_hand
1944,px_18_left_hand
1945,py_18_left_hand
1946,dx_18_left_hand
1947,dy_18_left_hand
1948,px_19_left_hand
1949,py_19_left_hand
1950,dx_19_left_hand
1951,dy_19_left_hand
1952,px_20_left_hand
1953,py_20_left_hand
1954,dx_20_left_hand
1955,dy_20_left_hand
1956,px_0_right_hand
1957,py_0_right_hand
1958,dx_0_right_hand
1959,dy_0_right_hand
1960,px_1_right_hand
1961,py_1_right_hand
1962,dx_1_right_hand
1963,dy_1_right_hand
1964,px_2_right_hand
1965,py_2_right_hand
1966,dx_2_right_hand
1967,dy_2_right_hand
1968,px_3_right_hand
1969,py_3_right_hand
1970,dx_3_right_hand
1971,dy_3_right_hand
1972,px_4_right_hand
1973,py_4_right_hand
1974,dx_4_right_hand
1975,dy_4_right_hand
1976,px_5_right_hand
1977,py_5_right_hand
1978,dx_5_right_hand
1979,dy_5_right_hand
1980,px_6_right_hand
1981,py_6_right_hand
1982,dx_6_right_hand
1983,dy_6_right_hand
1984,px_7_right_hand
1985,py_7_right_hand
1986,dx_7_right_hand
1987,dy_7_right_hand
1988,px_8_right_hand
1989,py_8_right_hand
1990,dx_8_right_hand
1991,dy_8_right_hand
1992,px_9_right_hand
1993,py_9_right_hand
1994,dx_9_right_hand
1995,dy_9_right_hand
1996,px_10_right_hand
1997,py_10_right_hand
1998,dx_10_right_hand
1999,dy_10_right_hand
2000,px_11_right_hand
2001,py_11_right_hand
2002,dx_11_right_hand
2003,dy_11_right_hand
2004,px_12_right_hand
2005,py_12_right_hand
2006,dx_12_right_hand
2007,dy_12_right_hand
2008,px_13_right_hand
2009,py_13_right_hand
2010,dx_13_right_hand
2011,dy_13_right_hand
2012,px_14_right_hand
2013,py_14_right_hand
2014,dx_14_right_hand
2015,dy_14_right_hand
2016,px_15_right_hand
2017,py_15_right_hand
2018,dx_15_right_hand
2019,dy_15_right_hand
2020,px_16_right_hand
2021,py_16_right_hand
2022,dx_16_right_hand
2023,dy_16_right_hand
2024,px_17_right_hand
2025,py_17_right_hand
2026,dx_17_right_hand
2027,dy_17_right_hand
2028,px_18_right_hand
2029,py_18_right_hand
2030,dx_18_right_hand
2031,dy_18_right_hand
2032,px_19_right_hand
2033,py_19_right_hand
2034,dx_19_right_hand
2035,dy_19_right_hand
2036,px_20_right_hand
2037,py_20_right_hand
2038,dx_20_right_hand
2039,dy_20_right_hand
2040,px_0_pose
2041,py_0_pose
2042,dx_0_pose
2043,dy_0_pose
2044,px_1_pose
2045,py_1_pose
2046,dx_1_pose
2047,dy_1_pose
2048,px_2_pose
2049,py_2_pose
2050,dx_2_pose
2051,dy_2_pose
2052,px_3_pose
2053,py_3_pose
2054,dx_3_pose
2055,dy_3_pose
2056,px_4_pose
2057,py_4_pose
2058,dx_4_pose
2059,dy_4_pose
2060,px_5_pose
2061,py_5_pose
2062,dx_5_pose
2063,dy_5_pose
2064,px_6_pose
2065,py_6_pose
2066,dx_6_pose
2067,dy_6_pose
2068,px_7_pose
2069,py_7_pose
2070,dx_7_pose
2071,dy_7_pose
2072,px_8_pose
2073,py_8_pose
2074,dx_8_pose
2075,dy_8_pose
2076,px_9_pose
2077,py_9_pose
2078,dx_9_pose
2079,dy_9_pose
2080,px_10_pose
2081,py_10_pose
2082,dx_10_pose
2083,dy_10_pose
2084,px_11_pose
2085,py_11_pose
2086,dx_11_pose
2087,dy_11_pose
2088,px_12_pose
2089,py_12_pose
2090,dx_12_pose
2091,dy_12_pose
2092,px_13_pose
2093,py_13_pose
2094,dx_13_pose
2095,dy_13_pose
2096,px_14_pose
2097,py_14_pose
2098,dx_14_pose
2099,dy_14_pose
2100,px_15_pose
2101,py_15_pose
2102,dx_15_pose
2103,dy_15_pose
2104,px_16_pose
2105,py_16_pose
2106,dx_16_pose
2107,dy_16_pose
2108,px_17_pose
2109,py_17_pose
2110,dx_17_pose
2111,dy_17_pose
2112,px_18_pose
2113,py_18_pose
2114,dx_18_pose
2115,dy_18_pose
2116,px_19_pose
2117,py_19_pose
2118,dx_19_pose
2119,dy_19_pose
2120,px_20_pose
2121,py_20_pose
2122,dx_20_pose
2123,dy_20_pose
2124,px_21_pose
2125,py_21_pose
2126,dx_21_pose
2127,dy_21_pose
2128,px_22_pose
2129,py_22_pose
2130,dx_22_pose
2131,dy_22_pose
2132,px_23_pose
2133,py_23_pose
2134,dx_23_pose
2135,dy_23_pose
2136,px_24_pose
2137,py_24_pose
2138,dx_24_pose
2139,dy_24_pose
2140,px_25_pose
2141,py_25_pose
2142,dx_25_pose
2143,dy_25_pose
2144,px_26_pose
2145,py_26_pose
2146,dx_26_pose
2147,dy_26_pose
2148,px_27_pose
2149,py_27_pose
2150,dx_27_pose
2151,dy_27_pose
2152,px_28_pose
2153,py_28_pose
2154,dx_28_pose
2155,dy_28_pose
2156,px_29_pose
2157,py_29_pose
2158,dx_29_pose
2159,dy_29_pose
2160,px_30_pose
2161,py_30_pose
2162,dx_30_pose
2163,dy_30_pose
2164,px_31_pose
2165,py_31_pose
2166,dx_31_pose
2167,dy_31_pose
2168,px_32_pose
2169,py_32_pose
2170,dx_32_pose
2171,dy_32_pose
2172,sign
