,0
1516,px_325_face
1517,py_325_face
1518,dx_325_face
1519,dy_325_face
1520,px_326_face
1521,py_326_face
1522,dx_326_face
1523,dy_326_face
1524,px_327_face
1525,py_327_face
1526,dx_327_face
1527,dy_327_face
1528,px_328_face
1529,py_328_face
1530,dx_328_face
1531,dy_328_face
1532,px_329_face
1533,py_329_face
1534,dx_329_face
1535,dy_329_face
1536,px_330_face
1537,py_330_face
1538,dx_330_face
1539,dy_330_face
1540,px_331_face
1541,py_331_face
1542,dx_331_face
1543,dy_331_face
1544,px_332_face
1545,py_332_face
1546,dx_332_face
1547,dy_332_face
1548,px_333_face
1549,py_333_face
1550,dx_333_face
1551,dy_333_face
1552,px_334_face
1553,py_334_face
1554,dx_334_face
1555,dy_334_face
1556,px_335_face
1557,py_335_face
1558,dx_335_face
1559,dy_335_face
1560,px_336_face
1561,py_336_face
1562,dx_336_face
1563,dy_336_face
1564,px_337_face
1565,py_337_face
1566,dx_337_face
1567,dy_337_face
1568,px_338_face
1569,py_338_face
1570,dx_338_face
1571,dy_338_face
1572,px_339_face
1573,py_339_face
1574,dx_339_face
1575,dy_339_face
1576,px_340_face
1577,py_340_face
1578,dx_340_face
1579,dy_340_face
1580,px_341_face
1581,py_341_face
1582,dx_341_face
1583,dy_341_face
1584,px_342_face
1585,py_342_face
1586,dx_342_face
1587,dy_342_face
1588,px_343_face
1589,py_343_face
1590,dx_343_face
1591,dy_343_face
1592,px_344_face
1593,py_344_face
1594,dx_344_face
1595,dy_344_face
1596,px_345_face
1597,py_345_face
1598,dx_345_face
1599,dy_345_face
1600,px_346_face
1601,py_346_face
1602,dx_346_face
1603,dy_346_face
1604,px_347_face
1605,py_347_face
1606,dx_347_face
1607,dy_347_face
1608,px_348_face
1609,py_348_face
1610,dx_348_face
1611,dy_348_face
1612,px_349_face
1613,py_349_face
1614,dx_349_face
1615,dy_349_face
1616,px_350_face
1617,py_350_face
1618,dx_350_face
1619,dy_350_face
1620,px_351_face
1621,py_351_face
1622,dx_351_face
1623,dy_351_face
1624,px_352_face
1625,py_352_face
1626,dx_352_face
1627,dy_352_face
1628,px_353_face
1629,py_353_face
1630,dx_353_face
1631,dy_353_face
1632,px_354_face
1633,py_354_face
1634,dx_354_face
1635,dy_354_face
1636,px_355_face
1637,py_355_face
1638,dx_355_face
1639,dy_355_face
1640,px_356_face
1641,py_356_face
1642,dx_356_face
1643,dy_356_face
1644,px_357_face
1645,py_357_face
1646,dx_357_face
1647,dy_357_face
1648,px_358_face
1649,py_358_face
1650,dx_358_face
1651,dy_358_face
1652,px_359_face
1653,py_359_face
1654,dx_359_face
1655,dy_359_face
1656,px_360_face
1657,py_360_face
1658,dx_360_face
1659,dy_360_face
1660,px_361_face
1661,py_361_face
1662,dx_361_face
1663,dy_361_face
1664,px_362_face
1665,py_362_face
1666,dx_362_face
1667,dy_362_face
1668,px_363_face
1669,py_363_face
1670,dx_363_face
1671,dy_363_face
1672,px_364_face
1673,py_364_face
1674,dx_364_face
1675,dy_364_face
1676,px_365_face
1677,py_365_face
1678,dx_365_face
1679,dy_365_face
1680,px_366_face
1681,py_366_face
1682,dx_366_face
1683,dy_366_face
1684,px_367_face
1685,py_367_face
1686,dx_367_face
1687,dy_367_face
1688,px_368_face
1689,py_368_face
1690,dx_368_face
1691,dy_368_face
1692,px_369_face
1693,py_369_face
1694,dx_369_face
1695,dy_369_face
1696,px_370_face
1697,py_370_face
1698,dx_370_face
1699,dy_370_face
1700,px_371_face
1701,py_371_face
1702,dx_371_face
1703,dy_371_face
1704,px_372_face
1705,py_372_face
1706,dx_372_face
1707,dy_372_face
1708,px_373_face
1709,py_373_face
1710,dx_373_face
1711,dy_373_face
1712,px_374_face
1713,py_374_face
1714,dx_374_face
1715,dy_374_face
1716,px_375_face
1717,py_375_face
1718,dx_375_face
1719,dy_375_face
1720,px_376_face
1721,py_376_face
1722,dx_376_face
1723,dy_376_face
1724,px_377_face
1725,py_377_face
1726,dx_377_face
1727,dy_377_face
1728,px_378_face
1729,py_378_face
1730,dx_378_face
1731,dy_378_face
1732,px_379_face
1733,py_379_face
1734,dx_379_face
1735,dy_379_face
1736,px_380_face
1737,py_380_face
1738,dx_380_face
1739,dy_380_face
1740,px_381_face
1741,py_381_face
1742,dx_381_face
1743,dy_381_face
1744,px_382_face
1745,py_382_face
1746,dx_382_face
1747,dy_382_face
1748,px_383_face
1749,py_383_face
1750,dx_383_face
1751,dy_383_face
1752,px_384_face
1753,py_384_face
1754,dx_384_face
1755,dy_384_face
1756,px_385_face
1757,py_385_face
1758,dx_385_face
1759,dy_385_face
1760,px_386_face
1761,py_386_face
1762,dx_386_face
1763,dy_386_face
1764,px_387_face
1765,py_387_face
1766,dx_387_face
1767,dy_387_face
1768,px_388_face
1769,py_388_face
1770,dx_388_face
1771,dy_388_face
1772,px_389_face
1773,py_389_face
1774,dx_389_face
1775,dy_389_face
1776,px_390_face
1777,py_390_face
1778,dx_390_face
1779,dy_390_face
1780,px_391_face
1781,py_391_face
1782,dx_391_face
1783,dy_391_face
1784,px_392_face
1785,py_392_face
1786,dx_392_face
1787,dy_392_face
1788,px_393_face
1789,py_393_face
1790,dx_393_face
1791,dy_393_face
1792,px_394_face
1793,py_394_face
1794,dx_394_face
1795,dy_394_face
1796,px_395_face
1797,py_395_face
1798,dx_395_face
1799,dy_395_face
1800,px_396_face
1801,py_396_face
1802,dx_396_face
1803,dy_396_face
1804,px_397_face
1805,py_397_face
1806,dx_397_face
1807,dy_397_face
1808,px_398_face
1809,py_398_face
1810,dx_398_face
1811,dy_398_face
1812,px_399_face
1813,py_399_face
1814,dx_399_face
1815,dy_399_face
1816,px_400_face
1817,py_400_face
1818,dx_400_face
1819,dy_400_face
1820,px_401_face
1821,py_401_face
1822,dx_401_face
1823,dy_401_face
1824,px_402_face
1825,py_402_face
1826,dx_402_face
1827,dy_402_face
1828,px_403_face
1829,py_403_face
1830,dx_403_face
1831,dy_403_face
1832,px_404_face
1833,py_404_face
1834,dx_404_face
1835,dy_404_face
1836,px_405_face
1837,py_405_face
1838,dx_405_face
1839,dy_405_face
1840,px_406_face
1841,py_406_face
1842,dx_406_face
1843,dy_406_face
1844,px_407_face
1845,py_407_face
1846,dx_407_face
1847,dy_407_face
1848,px_408_face
1849,py_408_face
1850,dx_408_face
1851,dy_408_face
1852,px_409_face
1853,py_409_face
1854,dx_409_face
1855,dy_409_face
1856,px_410_face
1857,py_410_face
1858,dx_410_face
1859,dy_410_face
1860,px_411_face
1861,py_411_face
1862,dx_411_face
1863,dy_411_face
1864,px_412_face
1865,py_412_face
1866,dx_412_face
1867,dy_412_face
1868,px_413_face
1869,py_413_face
1870,dx_413_face
1871,dy_413_face
1872,px_414_face
1873,py_414_face
1874,dx_414_face
1875,dy_414_face
1876,px_415_face
1877,py_415_face
1878,dx_415_face
1879,dy_415_face
1880,px_416_face
1881,py_416_face
1882,dx_416_face
1883,dy_416_face
1884,px_417_face
1885,py_417_face
1886,dx_417_face
1887,dy_417_face
1888,px_418_face
1889,py_418_face
1890,dx_418_face
1891,dy_418_face
1892,px_419_face
1893,py_419_face
1894,dx_419_face
1895,dy_419_face
1896,px_420_face
1897,py_420_face
1898,dx_420_face
1899,dy_420_face
1900,px_421_face
1901,py_421_face
1902,dx_421_face
1903,dy_421_face
1904,px_422_face
1905,py_422_face
1906,dx_422_face
1907,dy_422_face
1908,px_423_face
1909,py_423_face
1910,dx_423_face
1911,dy_423_face
1912,px_424_face
1913,py_424_face
1914,dx_424_face
1915,dy_424_face
1916,px_425_face
1917,py_425_face
1918,dx_425_face
1919,dy_425_face
1920,px_426_face
1921,py_426_face
1922,dx_426_face
1923,dy_426_face
1924,px_427_face
1925,py_427_face
1926,dx_427_face
1927,dy_427_face
1928,px_428_face
1929,py_428_face
1930,dx_428_face
1931,dy_428_face
1932,px_429_face
1933,py_429_face
1934,dx_429_face
1935,dy_429_face
1936,px_430_face
1937,py_430_face
1938,dx_430_face
1939,dy_430_face
1940,px_431_face
1941,py_431_face
1942,dx_431_face
1943,dy_431_face
1944,px_432_face
1945,py_432_face
1946,dx_432_face
1947,dy_432_face
1948,px_433_face
1949,py_433_face
1950,dx_433_face
1951,dy_433_face
1952,px_434_face
1953,py_434_face
1954,dx_434_face
1955,dy_434_face
1956,px_435_face
1957,py_435_face
1958,dx_435_face
1959,dy_435_face
1960,px_436_face
1961,py_436_face
1962,dx_436_face
1963,dy_436_face
1964,px_437_face
1965,py_437_face
1966,dx_437_face
1967,dy_437_face
1968,px_438_face
1969,py_438_face
1970,dx_438_face
1971,dy_438_face
1972,px_439_face
1973,py_439_face
1974,dx_439_face
1975,dy_439_face
1976,px_440_face
1977,py_440_face
1978,dx_440_face
1979,dy_440_face
1980,px_441_face
1981,py_441_face
1982,dx_441_face
1983,dy_441_face
1984,px_442_face
1985,py_442_face
1986,dx_442_face
1987,dy_442_face
1988,px_443_face
1989,py_443_face
1990,dx_443_face
1991,dy_443_face
1992,px_444_face
1993,py_444_face
1994,dx_444_face
1995,dy_444_face
1996,px_445_face
1997,py_445_face
1998,dx_445_face
1999,dy_445_face
2000,px_446_face
2001,py_446_face
2002,dx_446_face
2003,dy_446_face
2004,px_447_face
2005,py_447_face
2006,dx_447_face
2007,dy_447_face
2008,px_448_face
2009,py_448_face
2010,dx_448_face
2011,dy_448_face
2012,px_449_face
2013,py_449_face
2014,dx_449_face
2015,dy_449_face
2016,px_450_face
2017,py_450_face
2018,dx_450_face
2019,dy_450_face
2020,px_451_face
2021,py_451_face
2022,dx_451_face
2023,dy_451_face
2024,px_452_face
2025,py_452_face
2026,dx_452_face
2027,dy_452_face
2028,px_453_face
2029,py_453_face
2030,dx_453_face
2031,dy_453_face
2032,px_454_face
2033,py_454_face
2034,dx_454_face
2035,dy_454_face
2036,px_455_face
2037,py_455_face
2038,dx_455_face
2039,dy_455_face
2040,px_456_face
2041,py_456_face
2042,dx_456_face
2043,dy_456_face
2044,px_457_face
2045,py_457_face
2046,dx_457_face
2047,dy_457_face
2048,px_458_face
2049,py_458_face
2050,dx_458_face
2051,dy_458_face
2052,px_459_face
2053,py_459_face
2054,dx_459_face
2055,dy_459_face
2056,px_460_face
2057,py_460_face
2058,dx_460_face
2059,dy_460_face
2060,px_461_face
2061,py_461_face
2062,dx_461_face
2063,dy_461_face
2064,px_462_face
2065,py_462_face
2066,dx_462_face
2067,dy_462_face
2068,px_463_face
2069,py_463_face
2070,dx_463_face
2071,dy_463_face
2072,px_464_face
2073,py_464_face
2074,dx_464_face
2075,dy_464_face
2076,px_465_face
2077,py_465_face
2078,dx_465_face
2079,dy_465_face
2080,px_466_face
2081,py_466_face
2082,dx_466_face
2083,dy_466_face
2084,px_467_face
2085,py_467_face
2086,dx_467_face
2087,dy_467_face
2088,px_0_right_hand
2089,py_0_right_hand
2090,dx_0_right_hand
2091,dy_0_right_hand
2092,px_1_right_hand
2093,py_1_right_hand
2094,dx_1_right_hand
2095,dy_1_right_hand
2096,px_2_right_hand
2097,py_2_right_hand
2098,dx_2_right_hand
2099,dy_2_right_hand
2100,px_3_right_hand
2101,py_3_right_hand
2102,dx_3_right_hand
2103,dy_3_right_hand
2104,px_4_right_hand
2105,py_4_right_hand
2106,dx_4_right_hand
2107,dy_4_right_hand
2108,px_5_right_hand
2109,py_5_right_hand
2110,dx_5_right_hand
2111,dy_5_right_hand
2112,px_6_right_hand
2113,py_6_right_hand
2114,dx_6_right_hand
2115,dy_6_right_hand
2116,px_7_right_hand
2117,py_7_right_hand
2118,dx_7_right_hand
2119,dy_7_right_hand
2120,px_8_right_hand
2121,py_8_right_hand
2122,dx_8_right_hand
2123,dy_8_right_hand
2124,px_9_right_hand
2125,py_9_right_hand
2126,dx_9_right_hand
2127,dy_9_right_hand
2128,px_10_right_hand
2129,py_10_right_hand
2130,dx_10_right_hand
2131,dy_10_right_hand
2132,px_11_right_hand
2133,py_11_right_hand
2134,dx_11_right_hand
2135,dy_11_right_hand
2136,px_12_right_hand
2137,py_12_right_hand
2138,dx_12_right_hand
2139,dy_12_right_hand
2140,px_13_right_hand
2141,py_13_right_hand
2142,dx_13_right_hand
2143,dy_13_right_hand
2144,px_14_right_hand
2145,py_14_right_hand
2146,dx_14_right_hand
2147,dy_14_right_hand
2148,px_15_right_hand
2149,py_15_right_hand
2150,dx_15_right_hand
2151,dy_15_right_hand
2152,px_16_right_hand
2153,py_16_right_hand
2154,dx_16_right_hand
2155,dy_16_right_hand
2156,px_17_right_hand
2157,py_17_right_hand
2158,dx_17_right_hand
2159,dy_17_right_hand
2160,px_18_right_hand
2161,py_18_right_hand
2162,dx_18_right_hand
2163,dy_18_right_hand
2164,px_19_right_hand
2165,py_19_right_hand
2166,dx_19_right_hand
2167,dy_19_right_hand
2168,px_20_right_hand
2169,py_20_right_hand
2170,dx_20_right_hand
2171,dy_20_right_hand
2172,sign
